firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,acc,pctacc,cfp,absacc,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chatoia,chempia,bm_ia,pchcapx_ia,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45,mom46,mom47,mom48,mom49
30680,0.5834114736,0.1049599512,0.8110597595,0.0146854699,0.5957883406,1.7108625858,0.1474726217,0.1364478476,0.3119928618,0.011457713,0.0689896297,0.0422895787,0.4466132997,0.0580834411,0.0422895787,47.0,0.0710962881,-0.018411968,0.2288463807,-0.026456051,-0.082150491,0.0998692148,0.0157983318,0.0997033609,0.2147341654,0.5815879729,0.0,2.7913343866,-0.060441976,1.8373183147,-0.138114974,13.520497443,6.0870855117,0.2559496212,0.0,0.0,1.0,0.0,0.0,0.6451224618,5.0,-0.030338539,-0.100990619,-0.061502691,-0.203602889,-0.687326903,-0.053751551,-671.3514146,0.0808307708,15.198855277,0.0018121986,0.0502059749,0.1014821274,0.1571763781,0.0878375318,0.0117145199,4.0,0.0174757282,0.5265128592,0.0075646066,4.0,16.052128859,2.0287603397,0.0,0.0654069707,0.0336953813,0.0444625996,0.3160436227,4.3131815752,5.841646e-10,8.9313194e-09,0.9871543801,0.9744737701,-0.028024373,0.0469534467,-0.263571065,0.0740249043,-0.0397762585456805,0.0144451739986868,-0.0527283874923359,-0.0579268292682926,0.005859375,-0.0181124880838894,0.057494866529774,0.0019455252918287,0.2286282306163021,0.5693245302183847,0.504381694255112,0.5519839276745353,0.4963680387409201,0.5465465465465464,0.4805941542884522,0.4941972920696325,0.5147058823529411,0.8006993006993006,0.9385194479297364,0.9569347688410386,0.6922234392113908,0.5036496350364963,0.3875168387965872,0.446629213483146,0.5985514743921367,0.7779056386651324,0.9719208679004468,0.7647058823529409,0.7310924369747898,1.3146067415730336,0.7871602082128397,0.8091334894613584,0.8670694864048336,0.7707736389684814,0.9288389513108616,0.6035288012454592,0.621196222455404,0.5058479532163742,0.4305555555555553,0.3831692032229186,0.4637612505921364,0.3071065989847714,0.470728224654926,0.5102639296187681,0.2716049382716048,0.2853577371048252,0.4493433395872419,0.5574596774193548,0.586242299794661
56274,0.4673415998,0.0709772527,57.660611111,0.0274990403,0.7412608957,0.6112251913,0.0821353373,-0.004860115,0.1615853659,-0.014118507,-0.054976904,-0.007609057,-0.130351093,0.0802292152,0.0076090572,46.0,0.0160046382,0.1272727273,0.0117871617,0.0895055632,0.0203748225,0.1386127994,-0.073692969,0.034527439,0.0857911911,0.1392947927,0.0,0.817282681,-0.069013103,0.3120390355,-0.361674333,141.2209596,14.088298274,0.120820274,0.0,0.0,1.0,0.0,0.0,0.4026739122,7.0,-0.066064945,0.0810351939,-10.95282923,0.31460823,-1.241118745,0.0388256291,1941.9183053,0.0426379215,16.614675533,0.0001571148,0.0122227694,0.032195863,0.0043467064,0.0030408994,-0.027452005,1.0,-0.001309329,0.6344872566,0.0167681221,4.0,17.225768132,1.8543355579,0.0,0.0309212394,0.0133590763,0.0236641642,0.2790504868,2.2291663503,9.059222e-11,1.2504662e-08,0.2608827135,0.0680597902,0.2657011868,0.039597129,0.0639443719,-0.038553197,-0.0512422360248447,-0.098021848243283,-0.0775966183574878,-0.0877873992236488,-0.1602528862012094,-0.1981627296587926,-0.1763278511728229,-0.1875,-0.0996168582375478,-0.1170520231213873,-0.1574738003309431,-0.1643873085339169,-0.1293815901966373,-0.1444973396807617,-0.2035974973931178,-0.1842456608811749,-0.1313619562126813,-0.1218741017533773,-0.0864234449760764,0.0412406271301977,0.1446234544773323,-0.0719927095990279,-0.1077686915887851,0.058191894700381,0.1293900184842884,-0.0042372881355932,0.0772214386459804,0.058191894700381,0.1519607843137256,0.1412028389988793,-0.0074723846653671,0.1012977649603461,0.3072314933675653,0.4117375231053604,0.4302434456928838,-0.0553494124922697,-0.1418539325842697,-0.1006770680011774,-0.1687074829931972,-0.1678016889131026,-0.1449762104673942,-0.1756610901241231,-0.1758834637172915,-0.1716377440347072,-0.1544422917243288,-0.1960526315789473,-0.1890098221396337,-0.1816233592285024,-0.105679156908665
31668,0.3089871752,0.0968865897,28.651583885,0.0205147223,0.3729258775,1.5705313114,0.1622261285,0.3732129886,1.0746117969,-0.00023955,0.3761257434,0.0625968715,0.3807034221,0.0600015334,0.0625968715,43.0,0.1715391181,0.0646766169,0.8107369129,0.7611916009,0.07429048,0.0544605636,0.0091244547,0.4152975905,0.3697138775,0.5465491778,0.0,1.5334564157,-0.324967757,0.3120390355,-0.613868238,112.93322296,61.13982671,0.3398529219,0.0,0.0,1.0,0.0,0.0,4.9559418909,6.0,0.0861767763,0.60658646,-0.454854458,-0.215123449,5.3947950765,-0.11786656,-2611.318815,0.1434034542,10.507237631,-0.004903359,0.0256980311,0.0595058787,-0.230883589,0.0083157605,-0.044069378,1.0,-0.020458265,0.5888038873,-0.065177144,6.0,9.6628074303,0.3352492624,0.0,0.0481651463,0.0309298858,0.0463773158,0.745174743,1.2466319843,3.8116482e-07,5.6799215e-08,0.8931912613,0.7977906292,0.1107282081,0.0680392867,-0.274285992,0.1061699479,-0.0619242579324462,-0.0512422360248447,-0.053202479338843,-0.1312796208530807,-0.2614826752618856,-0.3635416666666667,-0.484533183352081,-0.4624633431085044,-0.4128763613068545,-0.3236162361623617,-0.4033203125,-0.4173553719008265,-0.4488875526157546,-0.4534883720930233,-0.4017624020887729,-0.312968515742129,-0.0522233712512927,0.1109090909090908,0.8329999999999997,0.9709677419354836,0.7761627906976742,0.607894736842105,0.483009708737864,0.5049261083743841,0.3679104477611938,0.483009708737864,0.5586734693877551,0.3781954887218044,0.3111587982832615,0.2520491803278686,0.0183333333333333,0.210700132100396,0.138509316770186,0.1499372647427854,0.0744431418522859,-0.06,-0.2518367346938776,-0.1995633187772926,-0.23625,-0.5406015037593985,-0.5112000000000001,-0.5944690265486726,-0.6228395061728396,-0.6355864811133201,-0.5264593731593143,-0.5786206896551724,-0.5163588390501319,-0.343010752688172,-0.2668
47511,0.5843516504,0.0468455016,2.1745976859,0.0456264376,0.124120942,0.6960000311,0.1313771188,-0.003584915,0.3330689994,0.0012732955,-0.105520527,-0.078683773,-1.19212252,0.1026910791,0.0786837733,47.0,-0.005284302,-0.163273453,-0.183478098,-0.06290529,0.0114053403,0.241876869,0.0166166964,-0.007000293,0.021132814,0.4395785042,0.0,4.2244094488,0.070138256,3.2856327742,0.0843396362,4.7609123554,9.4474413449,0.6231981599,0.0,0.0,0.0,0.0,0.0,0.4137954466,6.0,-0.009649043,-0.090475596,-0.115743553,-0.053269239,-0.634129393,-0.254774443,-2220.369053,0.0984150309,13.166032563,0.0008421556,0.02026283,0.0247706512,0.0213283823,0.2190133054,-0.04157408,3.0,-0.001577287,0.9671090304,-0.016976859,5.0,12.639403841,0.7786256585,0.0,0.0873387903,0.0266473938,0.0243823183,0.5819848809,3.1456551066,6.9812611e-09,1.9673137e-08,0.6922020987,0.4791437455,0.0341976895,0.0247317035,0.1335981735,-0.04445491,0.004223864836325,0.0090185676392571,-0.0200927357032457,-0.0379362670713201,-0.1161710037174721,-0.092557251908397,-0.0824891461649783,-0.1091334894613583,-0.0403632694248234,0.0450549450549451,0.0655462184873949,0.1618814905314598,0.2480314960629921,0.0905963302752292,0.0376432078559738,0.0994219653179189,0.0485115766262402,0.0685393258426965,0.0220311660397636,0.0127795527156548,-0.0537313432835822,-0.0882070949185043,-0.1214780600461893,-0.0784883720930232,-0.0290964777947932,-0.0588817417120237,-0.0542018896071606,-0.0644367929168715,-0.0730994152046783,0.0269978401727861,-0.0574826560951436,-0.0838150289017342,-0.1028301886792453,-0.0413306451612903,-0.0119480519480519,-0.0261136712749616,-0.0175619834710744,-0.0699266503667481,-0.1275229357798165,-0.1255172413793104,-0.0653562653562654,0.0421917808219178,0.0625698324022347,-0.0345177664974619,-0.0246153846153845,-0.0442211055276381,-0.0833734939759036,-0.1007092198581559,-0.0560794044665011
60628,0.2875791443,0.0622445591,4.9908951503,0.0081628307,0.6973984636,0.999042427,0.0576958647,0.1256510328,0.2957286808,0.0205717737,0.0609500018,-0.062745499,-0.937488052,0.1205980895,0.0627454994,44.0,0.0001919214,0.1403162055,0.2129823598,0.0142950649,0.0693456076,0.0741762003,-0.024834324,0.0888532303,0.3210166712,0.5304115153,0.0,1.5065885798,-0.048760772,1.4636163982,-0.04246107,11.84690278,6.5675062578,0.1585229818,0.0,0.0,1.0,0.0,0.0,1.1416233944,7.0,0.4151059297,0.3686010544,0.2423924946,0.2609940868,0.3750371257,0.0631784705,77051.838035,0.1434304144,17.888942061,0.0019222239,0.012724259,0.0429258665,0.0476916694,0.0811067456,0.0176656972,0.0,0.0024308721,1.5896809596,0.0431684582,7.0,18.51788747,2.1361691156,0.0,0.1441437006,0.0412366739,0.0338335071,0.6413797876,10.771957348,3.410642e-11,7.5672949e-09,0.8677120059,0.7529241253,0.0730698892,0.0422455628,0.0114012021,-0.173856487,-0.0219080371927142,0.0505267477097337,-0.1329368813278633,-0.1771030835112311,-0.2278014020648745,-0.2682252787395571,-0.2064689469877028,-0.1889522887990321,-0.0948133595284872,-0.0211183819155265,-0.1126646637393112,-0.1961406656480098,-0.1121516938374379,-0.0840887404580152,0.0478984716157204,0.3679929553439998,0.6429182712879762,0.7644761029411764,0.8172280508006626,0.8998020781791192,0.6318622936884608,0.5927129424778763,0.5235102490899908,0.4393626991565136,0.5090396960565964,0.5825375020582881,0.4524304898808398,0.3509059989444671,0.4030696144710397,0.4931941923774954,0.215929419617364,0.2698858938316522,0.2727624309392265,0.2973474518585655,0.427942726089382,0.0059825327510916,0.0455205591358809,-0.0432741826186379,-0.055667144906743,-0.0630414446658803,0.0145776446754162,-0.0752649325626204,-0.0680825242718445,-0.0405647411603015,-0.0650947607645793,-0.1223331635807236,-0.0768213142911482,-0.0047092800177447,0.0201939683804968
37875,0.4135380418,0.0417982471,19.580430518,0.0091157281,0.693344898,0.8489584409,0.0563925384,0.0589158878,0.246855603,0.0167800104,0.0084102933,-0.012494895,-0.321723991,0.0552457459,0.0124948955,47.0,0.030125731,0.0112009956,0.1748082353,-0.031227575,-0.066865042,0.1966376006,-0.009582059,0.0501141525,0.1559724351,0.270607168,0.0,1.6572843862,-0.138458361,1.0487426206,-0.201835264,53.054591655,5.093914865,0.1142409282,0.0,0.0,1.0,0.0,0.0,0.6642091158,6.0,-10.44989115,0.0719128747,-0.307373434,0.0584178051,-2.011954922,0.197822299,-1964.294122,0.02204135,14.978956381,-0.000757053,0.011949448,0.0324662522,0.0310221709,0.0144544546,0.0692531636,1.0,0.0004100601,0.7829125078,-0.024190606,5.0,15.149971125,1.3831549511,0.0,0.0443956293,0.0245814327,0.0303616587,0.5234029195,7.1119308105,8.800869e-10,1.2220372e-08,1.1316014603,1.280521865,0.028276215,0.0328390583,-0.532441162,-0.351147931,0.0375833215146785,0.1332094175960345,0.0827290217552167,0.1321572268647477,0.1501336267882407,0.0584490740740739,0.0948817719245735,0.1629311715148624,0.3047975744604958,0.4376105325211239,0.4101773323053199,0.3980508312631376,0.6167955801104972,0.5980777632153778,0.5187876271538301,0.6135862373180412,0.6403587443946186,0.9447102604997342,0.988583854308236,1.6194056569996418,0.8648993117512109,0.5832070980307291,0.4186542563505913,0.4667201283079389,0.4991803278688524,0.5713058419243984,0.7169678479230228,0.5302238025517674,0.5767241379310344,0.8554400202891199,0.4939759036144577,0.504111842105263,0.4492868462757529,0.4812715124519133,0.7145535505038667,0.5165837479270314,0.6455240665766981,0.4159086510547705,0.2837339884190208,0.2907551164431898,0.3628912071535022,0.4192046556741029,0.4788760865170811,0.4711441785642469,0.4518753720976383,0.4109932497589199,0.3580842769630592,0.2932649814389252,0.2864427641990505
17144,0.2479160876,0.0612512736,8.8077535921,0.0326282535,0.5618792576,0.4745285225,0.1068836217,0.0336030798,0.2288268461,-0.003443752,-0.020481367,-0.020539964,-0.274980768,0.0780941959,0.0205399642,47.0,0.0125844791,0.0,0.0283889122,0.0034298518,0.0126968628,0.1508756963,0.0010514922,0.0297954666,0.1752063039,0.1975698372,0.0,0.6961818578,0.0183832987,0.4759369934,-0.035052237,9.7185288441,9.986777588,0.1356083031,0.0,0.0,1.0,0.0,0.0,0.8218030651,7.0,-0.100857599,0.0749637704,-11.08010196,0.0951827178,-1.459709699,0.0366906098,21843.119905,0.0426379215,17.631834967,-0.000919288,0.0184707505,0.0616159219,0.0081750603,0.0314331806,0.0032910266,0.0,-0.000809454,0.6784253046,-0.028364945,7.0,17.816990243,1.3000289147,0.0,0.0634784922,0.0179432272,0.0229340049,0.4013232819,3.3091243291,4.097042e-11,1.5025145e-08,0.0298548848,0.0007039776,1.1425605707,0.0279301089,0.0115715753,-0.038553197,-0.0004854368932037,0.0325977933801404,0.0685002594706798,0.0494393476044852,0.0137863121614969,-0.0173401209035952,0.0149523496549457,0.0073385518590998,0.1228867478640247,0.0631669535283994,0.0505102040816327,0.0156198618875369,0.0448240866035183,0.0014591439688715,-0.03408913213448,-0.0237079184447605,0.0019464720194648,-0.0201459390862943,0.0313908832860243,0.1705514496873224,0.2606122448979593,0.1828801225584069,0.1532860343539954,0.15847711927982,0.2145104207628785,0.1206458635703919,0.1481412639405206,0.1630578045565807,0.176123381568926,0.2493932038834951,0.2001165727608316,0.193623188405797,0.3106301718650541,0.3899639963996402,0.5862865947611713,0.4599385488064287,0.4102739726027398,0.4391891891891892,0.3425342316887634,0.3410768562744246,0.3956168097605061,0.4606289903050367,0.4122085048010975,0.3708388814913448,0.2219584569732939,0.0560779620447939,0.0418283015685614,0.0921145685997171,0.1897149460708782
41452,0.2342270427,0.0479938392,75.528164894,0.0,0.1935547653,0.3966568547,0.1306054721,0.1888797789,0.4906299389,-0.031277288,0.3799463727,-0.028871919,-0.236900758,0.059363616,0.0288719195,43.0,0.1081257224,0.0721212121,0.2292138135,0.1109859952,0.0351946731,0.2230936665,-0.017479009,0.1248264731,0.0668179936,0.2992145008,0.0,1.5806629457,-0.215506579,0.7974180832,-0.366410413,46.515935284,5.3930271938,0.3302540167,0.0,0.0,0.0,0.0,1.0,0.7932054371,7.0,0.1994525378,0.1104714281,0.0345395352,-0.169235255,4.5051024426,0.0416496378,-11075.68359,0.0642905452,15.174598911,-0.001089221,0.0315324155,0.0596952885,-0.002214237,0.0178274145,0.0116749885,1.0,0.0023700624,0.1252023748,-0.057810451,7.0,15.806602169,1.6533711615,0.0,0.0506543331,0.0234156501,0.0311013725,0.3844091761,3.6971777554,5.945547e-10,1.1171165e-08,0.8585228773,0.7370615309,0.1783634769,0.0402958076,-0.407337732,-0.206298515,0.0691264725494555,0.0704112991993635,0.0054768175927086,0.0765925063789785,0.0542696826231807,0.1426263778031167,0.1386770920563849,0.1416500522168422,0.1093173431734317,-0.015353121801433,0.082406949007606,0.1906529436777591,0.2684598487099237,0.2427656056221578,0.1628468638020084,0.2775564409030544,0.2754560882477725,0.322009674582234,0.4639639639639639,0.6697910157606055,0.4611177727145945,0.2721502248082517,0.337671802529162,0.4899021186965679,0.6059028850095411,0.5254344792591654,0.5666732829570247,0.6219314809819261,0.8416417796155908,0.8000149689394505,0.6701388888888888,1.0739910313901349,1.1452145214521452,1.0725611857980004,0.8333588834699559,0.6814654268335314,0.9376409925878182,0.8372805070496949,1.0218579234972678,1.099519860323003,1.442864398171661,1.678173719376392,1.697700504767246,1.764367816091954,1.6707384786229875,1.5818572195383789,1.4961079398028023,1.6901565995525725,1.588805166846071
20415,1.1531296717,0.1829438879,-2.137526164,0.0268960574,5.4275131488,0.98772023,0.0829153839,0.1371608441,0.0889330678,-0.024864765,0.1411416882,0.0017852678,0.0605213241,0.1718718816,0.0017852678,47.0,0.030022129,0.1235591507,0.2995937279,0.2475296758,0.0845465409,0.1814788802,0.0082891738,0.0323451112,0.1222751046,0.6787561217,0.0,3.5494452423,-0.069399141,2.2352776851,-0.039240662,0.4641055172,0.6344374138,0.0394772035,0.0,0.0,1.0,0.0,0.0,0.4023163598,6.0,-10.4839235,-0.039489577,0.022112118,66.527904173,-7.366152341,0.4614225135,-5154.127358,0.058065833,15.704869751,-0.000405924,0.0056301799,0.0310997086,-0.003415983,0.3224627761,-0.004345045,0.0,0.0026609899,2.7599572403,-0.057977291,2.0,16.09950282,1.351164895,0.0,0.0357275419,0.0267765489,0.0333541036,0.4016526159,2.7242691099,5.57682e-10,1.513256e-08,1.3270630428,1.7610963196,0.0543009825,0.0345670254,-0.425388326,-0.055218137,-0.126046511627907,0.012119579854565,0.0167748917748917,0.132268755649292,0.0988304093567249,0.1696234049175224,0.1559520147646877,0.2485049833887043,0.2940771349862259,0.6094218415417558,0.5276422764227642,0.6533216014078309,0.9261916965658634,1.0877777777777775,1.1425313568985178,1.319753086419753,1.4167202572347266,1.5651877133105798,1.7390670553935856,1.7490855888807606,0.9066463723997968,0.7365988909426986,0.7585400093589143,0.798086124401914,1.0128548473486876,1.0423913043478263,1.0160944206008584,0.761837787154243,0.954238169526781,1.1267685342388227,0.8269324258629069,1.0,0.8539713862851503,0.8058625660740029,1.1647465437788016,0.7199084668192217,0.7503493246390311,0.7112932604735882,0.6184323858742464,0.5496907216494844,0.65259454705365,0.7175502742230346,0.5632279534109816,0.6533216014078309,0.5664860358482702,0.3882526782415958,0.4186485466213665,0.428354237932345,0.4853754940711461
52090,0.1921430858,0.0329008553,40.177566107,0.0161825338,0.3694017254,0.2752076178,0.0831844716,0.0675037429,0.2215439589,1.0044960659,0.0405659104,-0.005841051,-0.096650338,0.0360807341,0.0058410514,47.0,0.0119781561,0.0769230769,0.1279345866,0.0881994873,-0.036536518,0.1353065539,0.0257592493,0.0279659545,0.1235067879,0.1607462614,0.0,0.6811216577,-0.004109652,0.3143805447,-0.088715196,17.963889679,11.497543221,0.1116175586,0.0,0.0,1.0,0.0,0.0,0.6474109167,5.0,0.0602973196,-0.024533674,0.0044199634,0.1211812191,-0.512521982,0.0303747697,7362.192604,0.0431411127,16.851967917,-2.4815e-05,0.0153208531,0.0450017098,0.0075097411,0.0272513134,0.1066458332,0.0,0.0004660918,0.8406989834,0.0567830439,6.0,17.085542305,1.0378791508,0.0,0.0273683779,0.0155547082,0.0256789312,0.3348011222,2.0744920784,1.119697e-10,1.9117712e-08,0.285784802,0.081672953,0.1888340321,0.0307566702,-0.242277911,-0.038553197,0.0696746852798204,0.0591139084289769,-0.0054467493336425,0.0196031840323154,-0.0283061594202899,-0.036379968560521,-0.0502434705621956,-0.0374607447285778,0.0182724252491692,-0.0415456779093144,-0.1023012552301255,-0.5410204299925125,-0.5245692496021965,-0.5578567976374653,-0.5838021338506305,-0.5596716038825862,-0.5216543113538822,-0.5100479561543731,-0.4528181586330018,-0.3922527163619633,-0.4129557425268486,-0.4746893554508172,-0.4943734166028398,-0.4929394387001478,-0.4659281847034663,-0.4509277031349968,-0.473076686928225,-0.4586854710915523,-0.4463582637480332,-0.4500127819797989,-0.4426186919529778,-0.4302595764455952,-0.3688777761435505,-0.3058880621158202,-0.383654166643625,-0.4278666666666667,-0.4040277777777779,-0.3486148007590133,-0.312780269058296,-0.269865577675685,-0.26074597295202,-0.1502970297029703,-0.1858457451854662,-0.1933452392142119,-0.1962914403446338,-0.2109956789555944,-0.1578844078108134,-0.16010961049129,-0.1377474128403497
53613,0.5327129888,0.0710680087,3.5614849994,0.0013580647,0.1808651114,0.3359391199,0.1384817588,0.0963336935,0.3163120832,0.0053908356,0.0159378831,-0.117429595,-1.127282034,0.1511816981,0.1174295947,38.0,-0.019906334,0.075,0.2925122463,-0.065105341,0.1081642097,0.1840421751,0.0446128125,0.0554789672,0.1266027285,0.5598819691,0.0,3.0988480697,0.1444952376,2.400373599,0.2887586041,3.2091972663,5.2165317266,0.815933509,1.0,0.0,1.0,0.0,0.0,0.4290183609,8.0,-0.854410082,0.0767524183,-0.649892405,0.3896279011,-2.321605107,0.2696464905,63627.768236,0.0740556467,17.926086907,0.003129016,0.0391850329,0.0524890174,0.0203443878,0.1564183783,0.2204833612,0.0,0.0007142857,0.6021530761,0.0975113946,4.0,19.410645372,3.5120620287,0.0,0.0394876786,0.0311316244,0.0379766715,0.2663431845,5.0788916452,2.05033e-11,5.917659e-09,1.1604788264,1.3467111066,0.039622279,0.0423759631,-0.50454125,-0.206298515,0.2156295224312592,0.1834319526627217,0.1397557666214381,0.082753286929621,-0.0115321252059308,-0.0016638935108153,-0.0240501917044265,-0.0477270150776555,-0.0822681088167813,0.0732081257186663,0.1173184357541898,0.310656888750195,0.6686531585220499,0.788756388415673,0.8457481872116019,0.6781540305663769,0.6304347826086956,0.7532874139010646,0.7540196283148883,0.9971469329529244,0.5981735159817352,0.5822188736108493,0.5619189289698772,0.768048831824879,0.7665615141955837,0.9603267211201868,0.855533465871438,0.8712408108710181,1.1767297227260944,1.575896964121435,0.9971469329529244,1.0324219695136705,1.054794520547945,1.197802197802198,1.6473369051370943,1.1784232365145226,1.2269353128313891,0.8571744417422067,0.5993907083015992,0.5912104565258571,0.6018306636155608,0.4585865601666954,0.8268812527185734,0.6110471806674338,0.720958819913952,0.9213174748398902,1.0428015564202338,0.9815994338287332,0.8957345971563979
54114,0.3011072283,0.0613484713,3.0474788419,0.0118373134,0.4023623308,0.8736575193,0.1656756073,0.003895029,0.5101514193,0.0040140833,-0.16552738,-0.077360416,-0.919699596,0.1177706355,0.077360416,47.0,0.0079206959,0.0,-0.008646344,-0.116917021,0.0662823593,0.160915298,0.062040967,0.0416281221,0.3213063764,0.4699268636,0.0,1.7801517572,-0.00365075,1.3536341853,-0.034703491,6.1002227171,11.149253731,0.2085904319,0.0,0.0,0.0,0.0,0.0,1.6079315708,6.0,0.1712989914,0.1546761215,0.0278592782,-0.398379416,-0.692757655,0.0431020824,1052.4878576,0.1460543126,14.504597765,-0.009267932,-0.000358704,-0.001084305,0.1392342001,0.0525537965,-0.231459159,1.0,-0.001581444,0.5980822367,-0.03725517,6.0,14.807565121,1.1217866733,0.0,0.0379746296,0.0317956291,0.036123645,0.4057321148,3.145210757,2.1144283e-09,1.6133609e-08,1.6113756474,2.5965314771,0.0930706487,0.0587578705,-0.161450423,-0.312544723,-0.0251798561151079,0.0074349442379182,-0.0973114442065192,-0.1207415990730012,-0.1951633432329232,-0.206276150627615,-0.0857831325301204,-0.0780072904009721,-0.0108199713205578,0.1077372262773721,0.1224852071005917,0.0645342312008978,0.2451591729570068,0.2579575596816974,0.5921107847251363,0.6192915066154503,0.6069462092333757,0.6481320590790616,0.6832298136645962,0.7090090090090089,0.1080607476635513,-0.0183699870633894,-0.0890756302521008,-0.2059439095856007,-0.1840860215053763,-0.1768279453243655,-0.1026490066225166,-0.1632112924569917,-0.1512304250559285,0.069033530571992,-0.0226687274600722,0.0784536668561681,0.0343511450381679,0.1083844580777095,0.2542148760330578,0.1204961606615475,0.1514415781487099,-0.0119791666666666,-0.0093994778067885,0.0023778071334212,0.1191740412979351,0.1584732824427479,0.2358306188925081,0.1874804381846635,0.056824512534819,-0.0632098765432099,-0.0526841448189763,0.061258741258741,0.1291666666666666
57665,0.0592893232,0.0265959077,14.094529534,0.0078575652,0.1159733898,0.2068322923,0.2952110122,0.2041350265,0.6617637675,0.0128369705,0.0724009104,-0.026924524,-0.162388685,0.0309147822,0.0269245245,41.0,-0.014851915,-0.027851459,0.1907600995,-0.432739355,0.0320320241,0.0928027941,0.0249495827,-0.003094889,0.5849782744,0.654617859,0.0,2.7176969196,0.0952228683,2.0091999173,0.2619768076,3.3049866429,9.9793860632,0.2681723995,0.0,0.0,0.0,0.0,0.0,2.5381750466,7.0,0.0168881016,-0.015723826,-0.016210897,-0.393540471,-1.822133957,-0.084789165,205239.71606,0.281925686,18.680482251,-0.001176943,0.0352612285,0.093216203,0.0004255209,0.3880823291,-0.008050094,0.0,0.0012408414,0.7861369741,0.0259706369,5.0,19.079677775,1.2179069853,0.0,0.0454629958,0.0300673006,0.0312790863,0.4474662357,4.6348384573,2.798525e-11,1.5300539e-08,0.9142574061,0.8358666046,0.0496694683,0.0346166175,-0.466206734,-0.202722786,0.0116565252947891,0.1653240377332507,0.0273157686466087,0.0103278616397746,0.0954754291232165,0.2402168957777446,0.2761273563565074,0.2735345774700883,0.2556759905030421,0.2668613668687776,0.1962961051813105,0.2564217520415741,0.4093938207861427,0.3480963039668632,0.5125570649745286,0.7338388484786396,0.7260582355940848,0.7167783526070199,0.9412710484055976,1.0454436789944408,0.8934885880510184,0.7574248182762204,0.6705163359984208,0.8102471922130712,0.8898940256839756,0.801959220613288,1.002840355029586,0.9672208531907476,1.0159620011911854,1.1939332382680845,0.9269043606968008,1.009737679610498,0.9741048641082468,1.0669273326819737,1.2827085244132723,1.2529287806176783,1.2553306236673776,0.9976394003777148,1.058880900243309,1.2004942140163832,1.1239961094377509,1.3571032033426187,1.4746309401959352,1.547260836845274,1.5248397732358647,1.4807975666959838,1.705675619504397,1.8010594174114534,2.077650663757047
35107,0.4801535124,0.0183385221,1.027044928,0.0287969898,0.09738278,0.1634502022,0.1128592719,-0.048164577,0.0834817738,-0.006628003,-0.084354555,-0.046645074,-1.506163328,0.0459593316,0.0466450739,47.0,-0.009454276,-0.220588235,-0.228913254,0.0724139775,-0.061733232,0.0541609758,-0.420505621,0.0055650635,-0.040472913,0.8316305103,0.0,16.557112473,-0.007102371,15.95733767,0.0009043626,0.3970757324,6.062622822,0.219895288,0.0,0.0,0.0,0.0,0.0,0.1012246338,4.0,0.1098270121,0.0074333042,-0.258169912,0.0766912149,0.0436667191,0.0282453534,-16083.78452,0.0642905452,12.472444579,0.0012148011,0.0107141099,0.0126878398,0.0132318738,0.677820646,-0.003068977,0.0,0.0026675943,0.2125964164,0.0212384611,6.0,12.479780811,0.920552677,0.0,0.0492332242,0.0170740165,0.0250768711,0.3246390876,1.3203605894,1.3267652e-08,2.6263115e-08,0.8272836467,0.6843982321,0.1660818999,0.0363301963,0.0965817335,-0.206298515,-0.014514896867838,-0.057017543859649,-0.1152263374485597,-0.1342281879194631,-0.1342281879194631,-0.1634241245136186,-0.0437361008154187,-0.0242057488653555,-0.0712742980561554,-0.0286144578313252,-0.0380313199105145,0.0133542812254516,0.2181303116147308,0.1813186813186813,0.1632100991884582,0.1966604823747682,0.1579892280071813,0.0634789777411375,-0.0308039068369646,0.0238095238095239,-0.0726096333572968,-0.1661279896574014,-0.2071296865396434,-0.2090741876149601,-0.2407298410829899,-0.2653758542141229,-0.2366863905325442,-0.2908191313908741,-0.2270820850808868,-0.1365461847389557,-0.21580547112462,-0.1783439490445859,-0.2581943645773433,-0.4337137840210711,-0.2861095738793581,-0.2756878158338012,-0.2695356738391845,-0.3381221139045663,-0.3966323666978484,-0.4165535956580732,-0.44372574385511,-0.3759071117561684,-0.2425132119788609,-0.2339667458432304,-0.2420681551116333,-0.2950819672131147,-0.3435114503816793,-0.3246073298429319,-0.3167372881355932
